"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,14.4,,
"GRC","Greece","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,26.8,,
"GRC","Greece","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,28.6,,
"GRC","Greece","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,8.1,,
"HUN","Hungary","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,7.8,,
"HUN","Hungary","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,23.4,,
"HUN","Hungary","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,12.7,,
"ISL","Iceland","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,8.7,,
"IRL","Ireland","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,8.7,,
"IRL","Ireland","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,11.5,,
"IRL","Ireland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,21.1,,
"IRL","Ireland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,25.2,,
"IRL","Ireland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,23,,
"IRL","Ireland","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,2,,
"ITA","Italy","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,6.5,,
"ITA","Italy","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,3.7,,
"ITA","Italy","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,18,,
"ITA","Italy","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,18.7,,
"ITA","Italy","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,3.3,,
"LUX","Luxembourg","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2015","2015",,,"0","Units",,,3,,
"LUX","Luxembourg","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2016","2016",,,"0","Units",,,2.5,,
"LUX","Luxembourg","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2017","2017",,,"0","Units",,,1.6,,
"LUX","Luxembourg","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,0.8,,
"LUX","Luxembourg","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,0.4,,
"POL","Poland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,21.1,,
"POL","Poland","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,10.2,,
"PRT","Portugal","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,0.2,,
"PRT","Portugal","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,11.3,,
"PRT","Portugal","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,9.5,,
"PRT","Portugal","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,6.1,,
"ESP","Spain","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,18.7,,
"ESP","Spain","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,10.7,,
"ESP","Spain","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,12.9,,
"SWE","Sweden","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,11.5,,
"SWE","Sweden","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,7.7,,
"CHE","Switzerland","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,11.6,,
"CHE","Switzerland","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,15.2,,
"CHL","Chile","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,32.8,,
"CHL","Chile","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,17.9,,
"CHL","Chile","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,15.4,,
"SVN","Slovenia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,7.4,,
"SVN","Slovenia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,11.8,,
"SVN","Slovenia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,18,,
"SVN","Slovenia","EMP9_1","Gender wage gap at 1st decile (bottom)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,3.1,,
"SVN","Slovenia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,13.9,,
"SVN","Slovenia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,16,,
"SVN","Slovenia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,16.4,,
"SVN","Slovenia","EMP9_9","Gender wage gap at 9th decile (top)","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,14.7,,
"SVN","Slovenia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2019","2019",,,"0","Units",,,9.5,,
"SVN","Slovenia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2020","2020",,,"0","Units",,,8.4,,
"SVN","Slovenia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2021","2021",,,"0","Units",,,8.9,,
"SVN","Slovenia","EMP9_5","Gender wage gap at median","ALL_PERSONS","All persons","TOTAL","Total","2022","2022",,,"0","Units",,,8.3,,
